time,gFx,gFy,gFz,TgF
2.162198616,-0.9854,0.0760,0.2269,1.014
2.168812924,-0.9822,0.0776,0.2254,1.011
2.170031847,-0.9849,0.0765,0.2279,1.014
2.179121385,-0.9842,0.0763,0.2291,1.013
2.180719616,-0.9844,0.0802,0.2328,1.015
2.190761616,-0.9790,0.0767,0.2345,1.010
2.192260231,-0.9835,0.0763,0.2303,1.013
2.199444924,-0.9807,0.0770,0.2310,1.010
2.200473154,-0.9842,0.0809,0.2318,1.014
2.209755847,-0.9786,0.0814,0.2306,1.009
2.210977616,-0.9802,0.0814,0.2335,1.011
2.219474308,-0.9859,0.0821,0.2342,1.017
2.220604847,-0.9866,0.0829,0.2359,1.018
2.230583616,-0.9849,0.0827,0.2384,1.017
2.232478385,-0.9830,0.0846,0.2340,1.014
2.242557308,-0.9851,0.0778,0.2384,1.017
2.243957077,-0.9886,0.0809,0.2377,1.020
2.250514385,-0.9863,0.0814,0.2354,1.017
2.251549154,-0.9870,0.0821,0.2371,1.018
2.26025177,-0.9870,0.0816,0.2362,1.018
2.261923077,-0.9876,0.0819,0.2276,1.017
2.270545924,-0.9859,0.0844,0.2264,1.015
2.27194577,-0.9886,0.0856,0.2228,1.017
2.280496385,-0.9863,0.0795,0.2179,1.013
2.282110924,-0.9832,0.0773,0.2215,1.011
2.292802616,-0.9870,0.0811,0.2247,1.016
2.294419924,-0.9861,0.0802,0.2284,1.015
2.301268847,-0.9861,0.0792,0.2282,1.015
2.302853154,-0.9859,0.0821,0.2328,1.016
2.311415385,-0.9861,0.0804,0.2313,1.016
2.312953616,-0.9832,0.0799,0.2320,1.013
2.323993462,-0.9810,0.0809,0.2382,1.013
2.325647231,-0.9825,0.0792,0.2352,1.013
2.331820077,-0.9822,0.0776,0.2359,1.013
2.332801385,-0.9822,0.0829,0.2318,1.013
2.34254177,-0.9817,0.0770,0.2328,1.012
2.34628477,-0.9822,0.0832,0.2342,1.013
2.352153154,-0.9847,0.0773,0.2289,1.014
2.353817077,-0.9839,0.0807,0.2394,1.016
2.362411231,-0.9847,0.0795,0.2322,1.015
2.363878385,-0.9847,0.0802,0.2364,1.016
2.379084539,-0.9847,0.0821,0.2320,1.015
2.380801077,-0.9847,0.0846,0.2406,1.017
2.382326462,-0.9883,0.0839,0.2401,1.020
2.383224308,-0.9863,0.0814,0.2276,1.016
